 2.32589515e+00 0.00000000e+00 -9.16630650e-01 0.00000000e+00 4.29542423e+00 0.00000000e+00 2.34889104e+00 0.00000000e+00 -8.55985323e-01 0.00000000e+00 4.49803462e+00 0.00000000e+00 1.89468189e+00 0.00000000e+00 -6.40453385e-01 0.00000000e+00 4.51134468e+00 0.00000000e+00 1.99877126e+00 0.00000000e+00 -1.02840778e+00 0.00000000e+00 4.27152137e+00 0.00000000e+00
 2.38740772e-01 0.00000000e+00 1.07599933e+00 0.00000000e+00 4.38443798e+00 0.00000000e+00 3.15428388e-01 0.00000000e+00 1.55891561e+00 0.00000000e+00 4.14315033e+00 0.00000000e+00 1.81492918e-01 0.00000000e+00 1.48513893e+00 0.00000000e+00 4.56247366e+00 0.00000000e+00 5.49165268e-01 0.00000000e+00 1.40252276e+00 0.00000000e+00 4.35184638e+00 0.00000000e+00
 2.32589515e+00 0.00000000e+00 -9.16630650e-01 0.00000000e+00 4.29542423e+00 0.00000000e+00 1.89468189e+00 0.00000000e+00 -6.40453385e-01 0.00000000e+00 4.51134468e+00 0.00000000e+00 2.34889104e+00 0.00000000e+00 -8.55985323e-01 0.00000000e+00 4.49803462e+00 0.00000000e+00 2.39759614e+00 0.00000000e+00 -7.08189780e-01 0.00000000e+00 4.32482296e+00 0.00000000e+00
 -8.59976554e-01 0.00000000e+00 -1.80566894e+00 0.00000000e+00 3.31070102e+00 0.00000000e+00 -7.22115601e-01 0.00000000e+00 -1.86508688e+00 0.00000000e+00 3.53596489e+00 0.00000000e+00 -9.16613051e-01 0.00000000e+00 -2.32590209e+00 0.00000000e+00 3.53546350e+00 0.00000000e+00 -6.63034637e-01 0.00000000e+00 -1.88689827e+00 0.00000000e+00 3.30959359e+00 0.00000000e+00
 -8.73585554e-01 0.00000000e+00 1.90357471e+00 0.00000000e+00 4.09410821e+00 0.00000000e+00 -6.26706151e-01 0.00000000e+00 1.51524983e+00 0.00000000e+00 3.75378824e+00 0.00000000e+00 -4.96488930e-01 0.00000000e+00 1.79428575e+00 0.00000000e+00 3.97884270e+00 0.00000000e+00 -8.51093906e-01 0.00000000e+00 1.40469829e+00 0.00000000e+00 4.02912587e+00 0.00000000e+00
 2.54075450e-01 0.00000000e+00 -2.48705562e+00 0.00000000e+00 4.08899593e+00 0.00000000e+00 2.20545971e-01 0.00000000e+00 -2.49025289e+00 0.00000000e+00 4.37190905e+00 0.00000000e+00 2.29321014e-01 0.00000000e+00 -1.98680947e+00 0.00000000e+00 4.36066988e+00 0.00000000e+00 -5.97202999e-02 0.00000000e+00 -2.25000000e+00 0.00000000e+00 4.11034977e+00 0.00000000e+00
 5.44706404e-01 0.00000000e+00 -2.43993749e+00 0.00000000e+00 4.04707065e+00 0.00000000e+00 5.88629450e-01 0.00000000e+00 -1.91141711e+00 0.00000000e+00 4.12639913e+00 0.00000000e+00 4.64266449e-01 0.00000000e+00 -1.94536800e+00 0.00000000e+00 4.33561465e+00 0.00000000e+00 7.32847858e-01 0.00000000e+00 -2.39017447e+00 0.00000000e+00 4.20986164e+00 0.00000000e+00
 2.44604158e+00 0.00000000e+00 5.16604887e-01 0.00000000e+00 3.58082137e+00 0.00000000e+00 2.06583009e+00 0.00000000e+00 7.03158640e-01 0.00000000e+00 3.42505285e+00 0.00000000e+00 1.96224259e+00 0.00000000e+00 2.52355160e-01 0.00000000e+00 3.27905152e+00 0.00000000e+00 2.22386285e+00 0.00000000e+00 2.63400994e-01 0.00000000e+00 3.73507993e+00 0.00000000e+00
 -1.60480035e+00 0.00000000e+00 1.91692875e+00 0.00000000e+00 4.85573694e+00 0.00000000e+00 -1.33510716e+00 0.00000000e+00 1.89532465e+00 0.00000000e+00 5.00000000e+00 0.00000000e+00 -1.51199714e+00 0.00000000e+00 1.82082896e+00 0.00000000e+00 5.00000000e+00 0.00000000e+00 -1.25743297e+00 0.00000000e+00 1.70020825e+00 0.00000000e+00 4.62013202e+00 0.00000000e+00
 2.36873422e+00 0.00000000e+00 -7.99436171e-01 0.00000000e+00 4.76956642e+00 0.00000000e+00 1.88705100e+00 0.00000000e+00 -6.62599813e-01 0.00000000e+00 4.77333577e+00 0.00000000e+00 2.34889104e+00 0.00000000e+00 -8.55985323e-01 0.00000000e+00 4.49803462e+00 0.00000000e+00 1.99360634e+00 0.00000000e+00 -1.03772643e+00 0.00000000e+00 4.74484532e+00 0.00000000e+00
 1.10578340e+00 0.00000000e+00 2.24215144e+00 0.00000000e+00 4.37339339e+00 0.00000000e+00 1.12019592e+00 0.00000000e+00 1.80732654e+00 0.00000000e+00 4.26023903e+00 0.00000000e+00 9.85396805e-01 0.00000000e+00 1.84315472e+00 0.00000000e+00 4.59889185e+00 0.00000000e+00 6.53546973e-01 0.00000000e+00 2.07537177e+00 0.00000000e+00 4.30724239e+00 0.00000000e+00
 1.67843127e+00 0.00000000e+00 9.49745956e-01 0.00000000e+00 1.46022450e+00 0.00000000e+00 2.12532004e+00 0.00000000e+00 1.31644018e+00 0.00000000e+00 1.45244997e+00 0.00000000e+00 1.56411351e+00 0.00000000e+00 1.11448047e+00 0.00000000e+00 1.26178343e+00 0.00000000e+00 1.58835897e+00 0.00000000e+00 1.49071137e+00 0.00000000e+00 1.52508962e+00 0.00000000e+00
